Date,Sales_Value,Sales_Qty
2017-05-11,3140.19005594,31
2017-05-12,3904.66009914,21
2017-05-13,6057.6900901,46
2017-05-14,5098.99011238,30
2017-05-15,4094.6901094,17
2017-05-16,4555.56012738,26
2017-05-17,4287.73008364,32
2017-05-18,5979.70011158,43
2017-05-19,3945.9400480599998,34
2017-05-20,3539.98001848,30
2017-05-21,3702.58010502,25
2017-05-22,6346.35010536,68
2017-05-23,4801.45010012,33
2017-05-24,6385.4701425,31
2017-05-25,6161.65013524,49
2017-05-26,4811.57010658,24
2017-05-27,7480.370186,34
2017-05-28,4161.1000672,22
2017-05-29,2479.8500519,8
2017-05-30,5581.2001113999995,47
2017-05-31,5546.29012694,40
2017-06-01,7563.890114,63
2017-06-02,4294.67008972,18
2017-06-03,4214.11008848,24
2017-06-04,5085.02009962,43
2017-06-05,4605.9801218,29
2017-06-06,4430.79008508,32
2017-06-07,2144.71002206,21
2017-06-08,4652.31009694,40
2017-06-09,4807.120136359999,23
2017-06-10,3693.0500527599997,27
2017-06-11,2473.4700508,17
2017-06-12,6330.25014114,43
2017-06-13,3789.0901033,25
2017-06-14,4485.69004444,45
2017-06-15,1947.74003988,15
2017-06-16,4859.88010792,20
2017-06-17,6481.84014512,35
2017-06-18,3535.03005604,29
2017-06-19,5107.5701524999995,24
2017-06-20,6906.70013816,35
2017-06-21,6544.82015248,42
2017-06-22,6533.79018038,40
2017-06-23,3513.02004628,28
2017-06-24,3503.2000731999997,20
2017-06-25,5872.6801643399995,31
2017-06-26,6784.60012044,39
2017-06-27,6904.3801232,39
2017-06-28,4088.58010112,26
2017-06-29,2980.71008696,17
2017-06-30,3681.73011412,16
2017-07-01,4674.2101136,16
2017-07-02,7704.13018826,49
2017-07-03,2854.4900513000002,14
2017-07-04,6848.58013182,51
2017-07-05,2821.82007212,25
2017-07-06,7368.62019384,52
2017-07-07,6024.47012724,30
2017-07-08,3205.18004986,32
2017-07-09,3515.06008158,25
2017-07-10,5333.6901093199995,35
2017-07-11,7526.62017078,51
2017-07-12,3845.5900727,25
2017-07-13,3895.42004796,35
2017-07-14,4208.6101229,22
2017-07-15,3481.6400414199998,36
2017-07-16,4421.5100862,28
2017-07-17,5667.72015402,29
2017-07-18,3047.52008446,20
2017-07-19,4048.1600952999997,21
2017-07-20,5990.82015234,37
2017-07-21,5376.97006614,44
2017-07-22,4404.95008868,33
2017-07-23,5378.4301149,34
2017-07-24,3921.170105,19
2017-07-25,3897.6501084799997,18
2017-07-26,4171.4600794,28
2017-07-27,4615.1201021,36
2017-07-28,5581.39013298,34
2017-07-29,4987.53010946,27
2017-07-30,4752.65007026,25
2017-07-31,5394.9901429599995,28
2017-08-01,4726.14008732,33
2017-08-02,4553.97010034,30
2017-08-03,4866.50012602,29
2017-08-04,6634.34011082,54
2017-08-05,3683.17011272,22
2017-08-06,5298.08008204,40
2017-08-07,3743.66005334,32
2017-08-08,4470.0800935,26
2017-08-09,7107.70015368,63
2017-08-10,8561.09021022,52
2017-08-11,6448.3201255799995,38
2017-08-12,2572.68004992,18
2017-08-13,6881.30015566,39
2017-08-14,6881.55015574,39
2017-08-15,4453.36007314,37
2017-08-16,5636.30011378,44
2017-08-17,4616.56010834,26
2017-08-18,4552.07009886,24
2017-08-19,7919.91019064,48
2017-08-20,2081.7800522,13
2017-08-21,6621.06014638,40
2017-08-22,9065.11018392,53
2017-08-23,8142.08023094,51
2017-08-24,6232.26009752,36
2017-08-25,4631.38009662,36
2017-08-26,7521.20019184,47
2017-08-27,2949.66004574,30
2017-08-28,4123.3100778,37
2017-08-29,4892.10002512,50
2017-08-30,6525.75016042,45
2017-08-31,5331.7200469399995,45
2017-09-01,4007.5301096,26
2017-09-02,4823.84009564,36
2017-09-03,6042.260154879999,41
2017-09-04,6068.28009438,40
2017-09-05,7241.820148549999,49
2017-09-06,4438.62007911,32
2017-09-07,5241.19014762,34
2017-09-08,4718.09013386,24
2017-09-09,6410.9201127,36
2017-09-10,4383.15010464,21
2017-09-11,6474.00012978,31
2017-09-12,6722.86014186,37
2017-09-13,3142.74008182,15
2017-09-14,5385.2701151,39
2017-09-15,4326.00010312,28
2017-09-16,7182.890068,53
2017-09-17,7937.09020632,39
2017-09-18,4752.0601350199995,24
2017-09-19,4145.0500985,26
2017-09-20,7122.09012624,54
2017-09-21,6787.37014792,38
2017-09-22,7002.87014014,37
2017-09-23,5109.32009114,41
2017-09-24,10861.80017868,68
2017-09-25,6756.9101259,35
2017-09-26,4481.87007918,35
2017-09-27,5808.04011172,39
2017-09-28,6445.260131999999,43
2017-09-29,5346.56011974,28
2017-09-30,5987.02013798,42
2017-10-01,3397.7100869,18
